Longitude,Latitude,,addr:street,amenity,name,building,opening_hours,capacity,description,ref,wheelchair,shelter,name:en,covered,source,fixme,bin,operator,addr:housenumber,note,access,bench,name:zh,survey:date,level,fixme:zh,addr:postcode,location,service,bus_bay,postal_code,tactile_paving,lit,id
103.795557,1.307616,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.862859,1.307886,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.856668,1.311212,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.839542,1.311781,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.9884,1.314381,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.895249,1.317218,,,taxi,,,,,,I18,,,,,,,,,,,,,,,,,,,,,,,,
103.843991,1.317235,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.843572,1.319623,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.707088,1.320901,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.8463,1.321679,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.806462,1.294372,,,taxi,,,,,,F44,,,,,,,,,,,,,,,,,,,,,,,,
103.820039,1.275992,,,taxi,,,,,,F31,,,,,,,,,,,,,,,,,,,,,,,,
103.852752,1.293535,,,taxi,,,,5,Stamford Road along driveway outside Raffles City,C14,yes,,,,,,,,,,,,,,,,,,,,,,,
103.852899,1.294607,,,taxi,,,,3,North Bridge Road along driveway outside Raffles City (outside Nespresso),C15,yes,,,,,,,,,,,,,,,,,,,,,,,
103.845113,1.278353,,,taxi,,,,,,E26,,,,,,,,,,,,,,,,,,,,,,,,
103.817277,1.289086,,,taxi,,,,,,F40,,,,,,,,,,,,,,,,,,,,,,,,
103.84804,1.294166,,,taxi,,,,3,Canning Rise near Registry of Marriages,C05,yes,,,,,,,,,,,,,,,,,,,,,,,
103.84404,1.289208,,,taxi,,,,2,Merchant Road at Riverside Point,D11,yes,,,,,,,,,,,,,,,,,,,,,,,
103.848148,1.288957,,,taxi,,,,2,Upper Circular Road at The Riverwalk,D13,yes,,,,,,,,,,,,,,,,,,,,,,,
103.848502,1.278126,,,taxi,,,,,,E14,,,,,,,,,,,,,,,,,,,,,,,,
103.84939,1.279619,,,taxi,,,,,,E15,,,,,,,,,,,,,,,,,,,,,,,,
103.84984,1.279066,,,taxi,,,,,,E18,,,,,,,,,,,,,,,,,,,,,,,,
103.850415,1.296174,,,taxi,,,,3,Queen Street at Li Ka Shing Library,B08,yes,,,,,,,,,,,,,,,,,,,,,,,
103.84916,1.297687,,,taxi,,,,2,Bencoolen Street at SMU School of Econ &amp; Social Sciences,B06,yes,,,,,,,,,,,,,,,,,,,,,,,
103.849323,1.297468,,,taxi,,,,2,Bencoolen Street at SMU School of Information Systems,B07,yes,,,,,,,,,,,,,,,,,,,,,,,
103.871904,1.414213,,,taxi,,,,,,G21,,,,,,,,,,,,,,,,,,,,,,,,
103.820345,1.449326,,,taxi,,,,,,H13,,,,,,,,,,,,,,,,,,,,,,,,
103.895228,1.390685,,,taxi,,,,,,G18,,,,,,,,,,,,,,,,,,,,,,,,
103.895433,1.392594,,,taxi,,,,,,G16,,,,,,,,,,,,,,,,,,,,,,,,
103.896245,1.392622,,,taxi,,,,3,,G17,,,,,,,,,,,,,,,,,,,,,,,,
103.854814,1.310901,,,taxi,,,,,,F17,,,,,,,,,,,,,,,,,,,,,,,,
103.874261,1.350673,,,taxi,,,,,,G06,,,,,,,,,,,,,,,,,,,,,,,,
103.857037,1.297169,,,taxi,,,,2,Beach Road near Shaw Towers,B13,yes,,,,,,,,,,,,,,,,,,,,,,,
103.923843,1.33806,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.853056,1.303442,,,taxi,,,,,,F24,,,,,,,,,,,,,,,,,,,,,,,,
103.834595,1.278456,,,taxi,,,,,,F33,,,,,,,,,,,,,,,,,,,,,,,,
103.761281,1.421865,,,taxi,,,,,,H20,,,,,,,,,,,,,,,,,,,,,,,,
103.845266,1.282396,,,taxi,,,,4,South Bridge Road outside Sri Mariamman Temple,D16,yes,,,,,,,,,,,,,,,,,,,,,,,
103.852657,1.299984,,,taxi,,,,4,Waterloo Street at Stamford Arts Centre,B10,yes,,,,,,,,,,,,,,,,,,,,,,,
103.840004,1.302621,,,taxi,,,,2,Cuppage Road at Starhub Centre,A12,yes,,,,,,,,,,,,,,,,,,,,,,,
103.852116,1.285192,,,taxi,,,,,,E13,,,,,,,,,,,,,,,,,,,,,,,,
103.861397,1.303328,,,taxi,,,,,,F19,,,,,,,,,,,,,,,,,,,,,,,,
103.85244,1.301583,,,taxi,,,,,Bencoolen Street at Summerview Hotel,B04,no,,,,,,,,,,,,,,,,,,,,,,,
103.858656,1.295342,,,taxi,,,,5,Temasek Boulevard at Suntec Tower 1 &amp; 2,C18,yes,,,,,,,,,,,,,,,,,,,,,,,
103.859505,1.294968,,,taxi,,,,5,Temasek Boulevard at Suntec Tower 3 &amp; 4,C19,yes,,,,,,,,,,,,,,,,,,,,,,,
103.853715,1.293333,,,taxi,,,,,Stamford Road along driveway of Swissotel The Stamford,C17,yes,,,,,,,,,,,,,,,,,,,,,,,
103.946045,1.326702,,,taxi,,,,,,I05,,,Tanah Merah Station,,,,,,,,,,,,,,,,,,,,,
103.824159,1.305186,,,taxi,,,,,,F56,,,,,,,,,,,,,,,,,,,,,,,,
103.894612,1.316288,,,taxi,,,,,,I19,,,,,,,,,,,,,,,,,,,,,,,,
103.848956,1.281852,,,taxi,,,,,,E39,,,,,,,,,,,,,,,,,,,,,,,,
103.851395,1.290972,,,taxi,,,,2,Coleman Street at The Adelphi,C12,yes,,,,,,,,,,,,,,,,,,,,,,,
103.856277,1.289819,,,taxi,,,,3,Raffles Avenue at The Esplanade,C24,yes,,,,,,,,,,,,,,,,,,,,,,,
103.8538,1.294296,,,taxi,,,,,Bras Basah Road at The Fairmont,C16,yes,,,,,,,,,,,,,,,,,,,,,,,
103.847448,1.281418,,,taxi,,,,,,E06,,,,,,,,,,,,,,,,,,,,,,,,
103.832679,1.284759,,,taxi,,,,,,F37,,,,,,,,,,,,,,,,,,,,,,,,
103.827549,1.28667,,,taxi,,,,,,F36,,,,,,,,,,,,,,,,,,,,,,,,
103.850352,1.334172,,Toa Payoh Central,taxi,,,,,,F06,yes,,,,,,,,,,,,,,,,,,,,,,,
103.949635,1.372725,,,taxi,,,,,,G23,,,,,,,,,,,,,,,,,,,,,,,,
103.832867,1.303754,,,taxi,,,,4,Orchard Turn outside Wisma Atria Shopping Centre,A08,yes,,,,,,,,,,,,,,,,,,,,,,,
103.769564,1.44357,,,taxi,,,,,,H17,,,,,,,,,,,,,,,,,,,,,,,,
103.870875,1.338985,,,taxi,,,,,,G03,,,,,,,,,,,,,,,,,,,,,,,,
103.747527,1.397149,,,taxi,,,,,,J03,,,,,,,,,,,,,,,,,,,,,,,,
103.835133,1.428763,,,taxi,,,,,,H08,,,,,,,,,,,,,,,,,,,,,,,,
103.834544,1.430264,,,taxi,,,,,,H09,,,,,,,,,,,,,,,,,,,,,,,,
103.835632,1.307146,,,taxi,,,,,Mt Elizabeth Road at York Hotel,A03,no,,,,,,,,,,,,,,,,,,,,,,,
103.818791,1.264242,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.819213,1.27155,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.809423,1.273484,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.843103,1.277914,,,taxi,,,,,,E22,,,,,,,,,,,,,,,,,,,,,,,,
103.843829,1.278815,,,taxi,,,,,,E38,,,,,,,,,,,,,,,,,,,,,,,,
103.851466,1.281623,,,taxi,,,,,,E16,,,,,,,,,,,,,,,,,,,,,,,,
103.844063,1.282887,,,taxi,,,,1,Temple Street infront of Grand Court Restaurant,D18,yes,,,,,,,,,,,,,,,,,,,,,,,
103.844064,1.284288,,,taxi,,,,2,Mosque Street in front of Dragon Brand Bird's Nest Building,D19,yes,,,,,,,,,,,,,,,,,,,,,,,
103.851575,1.28484,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.848507,1.285858,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.841573,1.325095,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.678522,1.327549,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.925584,1.331134,,,taxi,,,,,,Blk 539,,,,,,,,,,,,,,,,,,,,,,,,
103.795927,1.331329,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.707095,1.338167,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.706656,1.338342,,,taxi,,,,,,J13,,,,,,,,,,,,,,,,,,,,,,,,
103.778951,1.338774,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.839352,1.349445,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.829206,1.371905,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.769252,1.302096,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.74585,1.334428,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.81119,1.257447,,,taxi,,,,,,,,,,,,,,,,,,,西罗索角,,,-,,,,,,,,
103.784228,1.294533,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.789863,1.404814,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.838284,1.300558,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.764108,1.379946,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.856834,1.292828,,,taxi,,,,4,Raffles Boulevard at Suntec City,C25,yes,,,,,,,,,,,,,,,,,,,,,,,
103.892923,1.382963,,,taxi,,,,,,G14,,,,,,,,,,,,,,,,,,,,,,,,
103.791566,1.306204,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.929646,1.305818,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.824792,1.247204,,,taxi,,,,,,,,,,,,,,,,,,,巴拉望,,,,,,,,,,,
103.739765,1.332708,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.929516,1.324148,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.848107,1.303705,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.853057,1.30428,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.771469,1.292904,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.877226,1.303887,,,taxi,,,,,,I29,,,,,,,,,,,,,,,,,,,,,,,,
103.844596,1.381963,,,taxi,,,,,Ang Mo Kio Ave 6 outside Yio Chu Kang MRT Station,,yes,,,,https://www.lta.gov.sg/content/dam/ltaweb/corp/PublicTransport/files/List_of_taxi_stands_outside_CBD.pdf,,,Land Transport Authority,,,,,,,,,,,,,,,,
103.720602,1.344406,,,taxi,,,,,,J12,,,,,,,,,,,,,,,,,,,,,,,,
103.84551,1.300242,,,taxi,,,,2,Handy Road outside Dhoby Ghaut MRT Station (The Atrium @ Orchard),,yes,,,,,,,,,,,,,,,,,,,,,,,
103.845897,1.29623,,,taxi,,,,1,Percival Road at round-about of Fort Canning Park,C26,yes,,,,,,,,,,,,,,,,,,,,,,,
103.843255,1.283421,,,taxi,,,,1,Temple Street beside Lucky Chinatown,D21,no,,,,,,,,,,,,,,,,,,,,,,,
103.846435,1.327208,,,taxi,,,,,,,yes,,,yes,,,,,,,,,,07-06-2021,,,,,,,,,,
103.763721,1.378236,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.814268,1.287083,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.852785,1.301208,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.784464,1.293658,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.918777,1.334365,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.933124,1.336487,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.93341,1.336455,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.918354,1.334736,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.849435,1.295106,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.892667,1.395947,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.89306,1.394232,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.913192,1.40228,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.855457,1.305714,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.849918,1.351125,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.82293,1.265097,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.890992,1.30486,,,taxi,,,,,Drop-off Point (Zhulin Building),,,,,,,,,,,,,,,,,,,,,,,,,
103.891537,1.305278,,,taxi,,,,,Drop-off Point (Zhuopu Building),,,,,,,,,,,,,,,,,,,,,,,,,
103.892456,1.304867,,,taxi,,,,,Drop-off Point (Innosphere),,,,,,,,,,,,,,,,,,,,,,,,,
103.740464,1.332952,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.739154,1.331439,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.850427,1.29112,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.706324,1.340453,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.853974,1.300015,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.866287,1.364367,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.74258,1.334536,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.857452,1.307193,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.85682,1.307862,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.802683,1.439236,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.846086,1.277037,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.857977,1.302252,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.743412,1.332545,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.741494,1.331444,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.837743,1.300712,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.77543,1.300716,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.777203,1.29747,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.90503,1.302298,,,taxi,,,,,,I15,,,,,,,,,,,,,,,2,,,,,,,,,
103.90503,1.302298,,,taxi,,,,,,I15,,,,,,,,,,,,,,,1,,,,,,,,,
103.90503,1.302298,,,taxi,,,,,,I15,,,,,,,,,,,,,,,3,,,,,,,,,
103.713577,1.345231,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.848786,1.293219,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.835343,1.30114,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.796697,1.331002,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.852637,1.303348,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.750286,1.366699,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.84422,1.292258,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.844372,1.292937,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.837462,1.313922,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.847488,1.299162,,,taxi,,,,2,Handy Road near Cathay Building,A17,yes,,,,,,,,,,,,,,,,,,,,,,,
103.780386,1.296848,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.832925,1.306535,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.849532,1.290701,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.748749,1.3208,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.850539,1.292453,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.852627,1.28623,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.852505,1.316953,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.775072,1.340499,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.904988,1.409875,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.95474,1.375908,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.746742,1.397706,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.851136,1.283036,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.777379,1.297306,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.770279,1.296982,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.770812,1.300677,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.825963,1.305883,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.83242,1.305041,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.851816,1.282198,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.850941,1.284933,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.847637,1.275407,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.847887,1.278169,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.783546,1.295465,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.783652,1.295079,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.939292,1.344908,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.775762,1.300532,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.777729,1.290997,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.77756,1.290596,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.778289,1.291234,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.783836,1.293527,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.783959,1.293428,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.765053,1.302957,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.76493,1.302453,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.893522,1.318732,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.91276,1.320802,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.938184,1.345865,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.842097,1.288904,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.696996,1.337411,,,taxi,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,
103.84502,1.298181,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.764104,1.370328,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.829043,1.444003,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.771806,1.30135,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.772965,1.301292,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.840567,1.337943,,,taxi,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,
103.945278,1.353775,,Tampines Central 1,taxi,,,,,,,,,,,,,,Tampines 1,10,,,,,,,,529536,,,,,,,
103.753446,1.32037,,West Coast Vale,taxi,,,,,,,,,,,,,,,101,,,,,,,,126753,,,,,,,
103.846451,1.288523,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.893921,1.31914,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,Singpost Centre North Lobby,,,,,,
103.844825,1.276852,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.845389,1.27715,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.847259,1.278625,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.837893,1.302265,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.779956,1.295629,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.90169,1.41727,,Northshore Drive,taxi,,,,,,,,,,,,,,,407,,,,,,,,820407,,,,,,,
103.820793,1.26388,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.747325,1.396654,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.95526,1.377502,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.888468,1.326279,,,taxi,,,,,,,,yes,,,,,,,,,,yee,,,,,,135,,,,,,
103.9609,1.335996,,,taxi,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
103.773529,1.298306,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.801077,1.267349,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.835762,1.281081,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.836682,1.279169,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.835352,1.279353,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.856631,1.301073,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.850313,1.28414,,,taxi,,,,,,E05,,,,,,,,,,,,,,,,,,,,,,,,
103.837212,1.299741,,,taxi,,,,1,,A23,yes,,,,,,,,,,,,,,,,,,,,,,,
103.788166,1.306445,,Vista Exchange Green,taxi,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
103.753949,1.319597,,West Coast Vale,taxi,,,,20,,,,,,,,,,,109,,,,,,,,126752,,,,,,,
103.752938,1.319975,,West Coast Vale,taxi,,,,,,,,,,,,,,,93,,,,,,,,126755,,,,,,,
103.743526,1.338582,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,parking_aisle,,,,,
103.905249,1.409597,,,taxi,,,,,,G26,,,,,,,,,,,,,,,,,,,,,,,,
103.855575,1.276691,,,taxi,,,,,,E40,,,,,,,,,,,,,,,,,,,,,,,,
103.86209,1.270616,,,taxi,,,,,,F61,,,,,,,,,,,,,,,,,,,,,,,,
103.869299,1.279646,,,taxi,,,,,,F95,,,,,,,,,,,,,,,,,,,,,,,,
103.775791,1.302498,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.86575,1.281487,,,taxi,,,,7,,,,,,,,,,,,,,,,,,,,,,left,,,,
103.778101,1.290367,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.770286,1.297617,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.772342,1.304351,,College Avenue West,taxi,,,,,,,,,,,,,,,2,,,,,,,,138607,,,,138607,,,
103.773369,1.293202,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.783036,1.29523,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.746168,1.32134,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.78104,1.292514,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.787133,1.289592,,,taxi,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,
103.773668,1.294801,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.843874,1.342863,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.84551,1.346253,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.843274,1.346735,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.7479,1.319672,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.820556,1.277316,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.817414,1.277529,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.846758,1.349366,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.836628,1.429116,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.774678,1.294583,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.883213,1.327445,,,taxi,,,,2,,I33,,yes,,,,,,,,,,yes,,,,,,,,,,yes,,
103.830256,1.304276,,,taxi,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,yes,yes,
103.724634,1.338917,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.801548,1.278618,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.833658,1.42328,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.799849,1.276489,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.799029,1.274927,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.798188,1.275014,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.802009,1.276353,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.801912,1.27735,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.766678,1.304772,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.759286,1.311539,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.78784,1.307141,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.717821,1.348422,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.715933,1.347527,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.818074,1.398431,,Upper Thomson Road,taxi,,,,,,H34,,,,,,,,Land Transport Authority,,,,,,,,,,,,,,,,
103.817916,1.39795,,Upper Thomson Road,taxi,,,,,,H35,,,,,,,,Land Transport Authority,,,,,,,,,,,,,,,,
103.807576,1.325726,,,taxi,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,F66
103.808105,1.326133,,,taxi,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,F67
103.849367,1.291695,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.961654,1.334477,,,taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
